service_id,date,exception_type
2431-4-1430032026-JAX6#MID6,20260325,2
2431-4-1530022026-JAX6#MID6,20260203,2
2431-4-1530022026-JAX6#MID6,20260205,2
2434-1-1100022026-ORL6#ATD6,20260202,2
2434-1-1100022026-ORL6#ATD6,20260203,2
2434-1-1100022026-ORL6#ATD6,20260204,2
2434-2-1200022026-ATD6#ORL6,20260203,2
2434-2-1200022026-ATD6#ORL6,20260204,2
2434-2-1200022026-ATD6#ORL6,20260205,2
2434-3-1730022026-ORL6#ATD6,20260202,2
2434-3-1730022026-ORL6#ATD6,20260204,2
2434-4-2135022026-ATD6#ORL6,20260203,2
2434-4-2135022026-ATD6#ORL6,20260205,2
2511-2-1400052026-MKE6#5CO,20260506,2
2511-2-1400052026-MKE6#5CO,20260513,2
2511-7-1345052026-5CO#MKE6,20260505,2
2511-7-1345052026-5CO#MKE6,20260512,2
2514-1-1145052026-MADI#5UC,20260506,2
2514-1-1145052026-MADI#5UC,20260513,2
2514-1-1145052026-MADI#5UC,20260520,2
2514-2-1100052026-5UC#MADI,20260505,2
2514-2-1100052026-5UC#MADI,20260512,2
2514-2-1100052026-5UC#MADI,20260519,2
2515-1-1300052026-CHD6#BMNN,20260512,2
2515-1-1300052026-CHD6#BMNN,20260519,2
2515-1-1300052026-CHD6#BMNN,20260526,2
2515-1-1300062026-CHD6#BMNN,20260602,2
2515-1-1300062026-CHD6#BMNN,20260609,2
2515-1-1300062026-CHD6#BMNN,20260616,2
2515-1-1300062026-CHD6#BMNN,20260623,2
2515-2-1915052026-BMNN#CHD6,20260512,2
2515-2-1915052026-BMNN#CHD6,20260519,2
2515-2-1915052026-BMNN#CHD6,20260526,2
2515-2-1915062026-BMNN#CHD6,20260602,2
2515-2-1915062026-BMNN#CHD6,20260609,2
2515-2-1915062026-BMNN#CHD6,20260616,2
2515-2-1915062026-BMNN#CHD6,20260623,2
2515-3-1400052026-CHD6#7IO,20260514,2
2515-3-1400052026-CHD6#7IO,20260521,2
2515-3-1400052026-CHD6#7IO,20260528,2
2515-3-1400072026-CHD6#7IO,20260709,2
2515-3-1400072026-CHD6#7IO,20260716,2
2515-3-1400072026-CHD6#7IO,20260723,2
2515-3-1400072026-CHD6#7IO,20260730,2
2515-4-1905052026-7IO#CHD6,20260514,2
2515-4-1905052026-7IO#CHD6,20260521,2
